Coderange,level1_desc,level2_desc,level3_desc,URL
T56,"Injury, poisoning and certain other consequences of external causes",Toxic effects of substances chiefly nonmedicinal as to source,Toxic effect of metals,https://www.icd10data.com/ICD10CM/Codes/S00-T88/T51-T65/T56-
T57,"Injury, poisoning and certain other consequences of external causes",Toxic effects of substances chiefly nonmedicinal as to source,Toxic effect of other inorganic substances,https://www.icd10data.com/ICD10CM/Codes/S00-T88/T51-T65/T57-
T58,"Injury, poisoning and certain other consequences of external causes",Toxic effects of substances chiefly nonmedicinal as to source,Toxic effect of carbon monoxide,https://www.icd10data.com/ICD10CM/Codes/S00-T88/T51-T65/T58-
T59,"Injury, poisoning and certain other consequences of external causes",Toxic effects of substances chiefly nonmedicinal as to source,"Toxic effect of other gases, fumes and vapors",https://www.icd10data.com/ICD10CM/Codes/S00-T88/T51-T65/T59-
T60,"Injury, poisoning and certain other consequences of external causes",Toxic effects of substances chiefly nonmedicinal as to source,Toxic effect of pesticides,https://www.icd10data.com/ICD10CM/Codes/S00-T88/T51-T65/T60-
T61,"Injury, poisoning and certain other consequences of external causes",Toxic effects of substances chiefly nonmedicinal as to source,Toxic effect of noxious substances eaten as seafood,https://www.icd10data.com/ICD10CM/Codes/S00-T88/T51-T65/T61-
T62,"Injury, poisoning and certain other consequences of external causes",Toxic effects of substances chiefly nonmedicinal as to source,Toxic effect of other noxious substances eaten as food,https://www.icd10data.com/ICD10CM/Codes/S00-T88/T51-T65/T62-
T63,"Injury, poisoning and certain other consequences of external causes",Toxic effects of substances chiefly nonmedicinal as to source,Toxic effect of contact with venomous animals and plants,https://www.icd10data.com/ICD10CM/Codes/S00-T88/T51-T65/T63-
T64,"Injury, poisoning and certain other consequences of external causes",Toxic effects of substances chiefly nonmedicinal as to source,Toxic effect of aflatoxin and other mycotoxin food contaminants,https://www.icd10data.com/ICD10CM/Codes/S00-T88/T51-T65/T64-
T65,"Injury, poisoning and certain other consequences of external causes",Toxic effects of substances chiefly nonmedicinal as to source,Toxic effect of other and unspecified substances,https://www.icd10data.com/ICD10CM/Codes/S00-T88/T51-T65/T65-
T66,"Injury, poisoning and certain other consequences of external causes",Other and unspecified effects of external causes,"Radiation sickness, unspecified",https://www.icd10data.com/ICD10CM/Codes/S00-T88/T66-T78/T66-
T67,"Injury, poisoning and certain other consequences of external causes",Other and unspecified effects of external causes,Effects of heat and light,https://www.icd10data.com/ICD10CM/Codes/S00-T88/T66-T78/T67-
T68,"Injury, poisoning and certain other consequences of external causes",Other and unspecified effects of external causes,Hypothermia,https://www.icd10data.com/ICD10CM/Codes/S00-T88/T66-T78/T68-
T69,"Injury, poisoning and certain other consequences of external causes",Other and unspecified effects of external causes,Other effects of reduced temperature,https://www.icd10data.com/ICD10CM/Codes/S00-T88/T66-T78/T69-
T70,"Injury, poisoning and certain other consequences of external causes",Other and unspecified effects of external causes,Effects of air pressure and water pressure,https://www.icd10data.com/ICD10CM/Codes/S00-T88/T66-T78/T70-
T71,"Injury, poisoning and certain other consequences of external causes",Other and unspecified effects of external causes,Asphyxiation,https://www.icd10data.com/ICD10CM/Codes/S00-T88/T66-T78/T71-
T73,"Injury, poisoning and certain other consequences of external causes",Other and unspecified effects of external causes,Effects of other deprivation,https://www.icd10data.com/ICD10CM/Codes/S00-T88/T66-T78/T73-
T74,"Injury, poisoning and certain other consequences of external causes",Other and unspecified effects of external causes,"Adult and child abuse, neglect and other maltreatment, confirmed",https://www.icd10data.com/ICD10CM/Codes/S00-T88/T66-T78/T74-
T75,"Injury, poisoning and certain other consequences of external causes",Other and unspecified effects of external causes,Other and unspecified effects of other external causes,https://www.icd10data.com/ICD10CM/Codes/S00-T88/T66-T78/T75-
T76,"Injury, poisoning and certain other consequences of external causes",Other and unspecified effects of external causes,"Adult and child abuse, neglect and other maltreatment, suspected",https://www.icd10data.com/ICD10CM/Codes/S00-T88/T66-T78/T76-
T78,"Injury, poisoning and certain other consequences of external causes",Other and unspecified effects of external causes,"Adverse effects, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/S00-T88/T66-T78/T78-
T79,"Injury, poisoning and certain other consequences of external causes",Certain early complications of trauma,"Certain early complications of trauma, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/S00-T88/T79-T79/T79-
T80,"Injury, poisoning and certain other consequences of external causes","Complications of surgical and medical care, not elsewhere classified","Complications following infusion, transfusion and therapeutic injection",https://www.icd10data.com/ICD10CM/Codes/S00-T88/T80-T88/T80-
T81,"Injury, poisoning and certain other consequences of external causes","Complications of surgical and medical care, not elsewhere classified","Complications of procedures, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/S00-T88/T80-T88/T81-
T82,"Injury, poisoning and certain other consequences of external causes","Complications of surgical and medical care, not elsewhere classified","Complications of cardiac and vascular prosthetic devices, implants and grafts",https://www.icd10data.com/ICD10CM/Codes/S00-T88/T80-T88/T82-
T83,"Injury, poisoning and certain other consequences of external causes","Complications of surgical and medical care, not elsewhere classified","Complications of genitourinary prosthetic devices, implants and grafts",https://www.icd10data.com/ICD10CM/Codes/S00-T88/T80-T88/T83-
T84,"Injury, poisoning and certain other consequences of external causes","Complications of surgical and medical care, not elsewhere classified","Complications of internal orthopedic prosthetic devices, implants and grafts",https://www.icd10data.com/ICD10CM/Codes/S00-T88/T80-T88/T84-
T85,"Injury, poisoning and certain other consequences of external causes","Complications of surgical and medical care, not elsewhere classified","Complications of other internal prosthetic devices, implants and grafts",https://www.icd10data.com/ICD10CM/Codes/S00-T88/T80-T88/T85-
T86,"Injury, poisoning and certain other consequences of external causes","Complications of surgical and medical care, not elsewhere classified",Complications of transplanted organs and tissue,https://www.icd10data.com/ICD10CM/Codes/S00-T88/T80-T88/T86-
T87,"Injury, poisoning and certain other consequences of external causes","Complications of surgical and medical care, not elsewhere classified",Complications peculiar to reattachment and amputation,https://www.icd10data.com/ICD10CM/Codes/S00-T88/T80-T88/T87-
T88,"Injury, poisoning and certain other consequences of external causes","Complications of surgical and medical care, not elsewhere classified","Other complications of surgical and medical care, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/S00-T88/T80-T88/T88-
U00,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use,COVID-19,https://www.icd10data.com/ICD10CM/Codes/U00-U85/U00-U49/U00-
U07,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use,Emergency use of,https://www.icd10data.com/ICD10CM/Codes/U00-U85/U00-U49/U07-
U09,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use,Post COVID-19 condition,https://www.icd10data.com/ICD10CM/Codes/U00-U85/U00-U49/U09-
U49,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use,COVID-19,https://www.icd10data.com/ICD10CM/Codes/U00-U85/U00-U49/U49-
U50,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use,COVID-19,https://www.icd10data.com/ICD10CM/Codes/U00-U85/U50-U85/U50-
U85,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology or emergency use,COVID-19,https://www.icd10data.com/ICD10CM/Codes/U00-U85/U50-U85/U85-
V00,External causes of morbidity,Pedestrian injured in transport accident,Pedestrian conveyance accident,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V00-V09/V00-
V01,External causes of morbidity,Pedestrian injured in transport accident,Pedestrian injured in collision with pedal cycle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V00-V09/V01-
V02,External causes of morbidity,Pedestrian injured in transport accident,Pedestrian injured in collision with two- or three-wheeled motor vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V00-V09/V02-
V03,External causes of morbidity,Pedestrian injured in transport accident,"Pedestrian injured in collision with car, pick-up truck or van",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V00-V09/V03-
V04,External causes of morbidity,Pedestrian injured in transport accident,Pedestrian injured in collision with heavy transport vehicle or bus,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V00-V09/V04-
V05,External causes of morbidity,Pedestrian injured in transport accident,Pedestrian injured in collision with railway train or railway vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V00-V09/V05-
V06,External causes of morbidity,Pedestrian injured in transport accident,Pedestrian injured in collision with other nonmotor vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V00-V09/V06-
V09,External causes of morbidity,Pedestrian injured in transport accident,Pedestrian injured in other and unspecified transport accidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V00-V09/V09-
V10,External causes of morbidity,Pedal cycle rider injured in transport accident,Pedal cycle rider injured in collision with pedestrian or animal,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V10-V19/V10-
V11,External causes of morbidity,Pedal cycle rider injured in transport accident,Pedal cycle rider injured in collision with other pedal cycle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V10-V19/V11-
V12,External causes of morbidity,Pedal cycle rider injured in transport accident,Pedal cycle rider injured in collision with two- or three-wheeled motor vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V10-V19/V12-
V13,External causes of morbidity,Pedal cycle rider injured in transport accident,"Pedal cycle rider injured in collision with car, pick-up truck or van",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V10-V19/V13-
V14,External causes of morbidity,Pedal cycle rider injured in transport accident,Pedal cycle rider injured in collision with heavy transport vehicle or bus,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V10-V19/V14-
V15,External causes of morbidity,Pedal cycle rider injured in transport accident,Pedal cycle rider injured in collision with railway train or railway vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V10-V19/V15-
V16,External causes of morbidity,Pedal cycle rider injured in transport accident,Pedal cycle rider injured in collision with other nonmotor vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V10-V19/V16-
V17,External causes of morbidity,Pedal cycle rider injured in transport accident,Pedal cycle rider injured in collision with fixed or stationary object,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V10-V19/V17-
V18,External causes of morbidity,Pedal cycle rider injured in transport accident,Pedal cycle rider injured in noncollision transport accident,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V10-V19/V18-
V19,External causes of morbidity,Pedal cycle rider injured in transport accident,Pedal cycle rider injured in other and unspecified transport accidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V10-V19/V19-
V20,External causes of morbidity,Motorcycle rider injured in transport accident,Motorcycle rider injured in collision with pedestrian or animal,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29/V20-
V21,External causes of morbidity,Motorcycle rider injured in transport accident,Motorcycle rider injured in collision with pedal cycle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29/V21-
V22,External causes of morbidity,Motorcycle rider injured in transport accident,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29/V22-
V23,External causes of morbidity,Motorcycle rider injured in transport accident,"Motorcycle rider injured in collision with car, pick-up truck or van",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29/V23-
V24,External causes of morbidity,Motorcycle rider injured in transport accident,Motorcycle rider injured in collision with heavy transport vehicle or bus,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29/V24-
V25,External causes of morbidity,Motorcycle rider injured in transport accident,Motorcycle rider injured in collision with railway train or railway vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29/V25-
V26,External causes of morbidity,Motorcycle rider injured in transport accident,Motorcycle rider injured in collision with other nonmotor vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29/V26-
V27,External causes of morbidity,Motorcycle rider injured in transport accident,Motorcycle rider injured in collision with fixed or stationary object,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29/V27-
V28,External causes of morbidity,Motorcycle rider injured in transport accident,Motorcycle rider injured in noncollision transport accident,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29/V28-
V29,External causes of morbidity,Motorcycle rider injured in transport accident,Motorcycle rider injured in other and unspecified transport accidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29/V29-
V30,External causes of morbidity,Occupant of three-wheeled motor vehicle injured in transport accident,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V30-
V31,External causes of morbidity,Occupant of three-wheeled motor vehicle injured in transport accident,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V31-
V32,External causes of morbidity,Occupant of three-wheeled motor vehicle injured in transport accident,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V32-
V33,External causes of morbidity,Occupant of three-wheeled motor vehicle injured in transport accident,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V33-
V34,External causes of morbidity,Occupant of three-wheeled motor vehicle injured in transport accident,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V34-
V35,External causes of morbidity,Occupant of three-wheeled motor vehicle injured in transport accident,Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V35-
V36,External causes of morbidity,Occupant of three-wheeled motor vehicle injured in transport accident,Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V36-
V37,External causes of morbidity,Occupant of three-wheeled motor vehicle injured in transport accident,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V37-
V38,External causes of morbidity,Occupant of three-wheeled motor vehicle injured in transport accident,Occupant of three-wheeled motor vehicle injured in noncollision transport accident,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V38-
V39,External causes of morbidity,Occupant of three-wheeled motor vehicle injured in transport accident,Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V39-
V40,External causes of morbidity,Car occupant injured in transport accident,Car occupant injured in collision with pedestrian or animal,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V40-
V41,External causes of morbidity,Car occupant injured in transport accident,Car occupant injured in collision with pedal cycle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V41-
V42,External causes of morbidity,Car occupant injured in transport accident,Car occupant injured in collision with two- or three-wheeled motor vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V42-
V43,External causes of morbidity,Car occupant injured in transport accident,"Car occupant injured in collision with car, pick-up truck or van",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V43-
V44,External causes of morbidity,Car occupant injured in transport accident,Car occupant injured in collision with heavy transport vehicle or bus,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V44-
V45,External causes of morbidity,Car occupant injured in transport accident,Car occupant injured in collision with railway train or railway vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V45-
V46,External causes of morbidity,Car occupant injured in transport accident,Car occupant injured in collision with other nonmotor vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V46-
V47,External causes of morbidity,Car occupant injured in transport accident,Car occupant injured in collision with fixed or stationary object,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V47-
V48,External causes of morbidity,Car occupant injured in transport accident,Car occupant injured in noncollision transport accident,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V48-
V49,External causes of morbidity,Car occupant injured in transport accident,Car occupant injured in other and unspecified transport accidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V49-
V50,External causes of morbidity,Occupant of pick-up truck or van injured in transport accident,Occupant of pick-up truck or van injured in collision with pedestrian or animal,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V50-
V51,External causes of morbidity,Occupant of pick-up truck or van injured in transport accident,Occupant of pick-up truck or van injured in collision with pedal cycle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V51-
V52,External causes of morbidity,Occupant of pick-up truck or van injured in transport accident,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V52-
V53,External causes of morbidity,Occupant of pick-up truck or van injured in transport accident,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V53-
V54,External causes of morbidity,Occupant of pick-up truck or van injured in transport accident,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V54-
V55,External causes of morbidity,Occupant of pick-up truck or van injured in transport accident,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V55-
V56,External causes of morbidity,Occupant of pick-up truck or van injured in transport accident,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V56-
V57,External causes of morbidity,Occupant of pick-up truck or van injured in transport accident,Occupant of pick-up truck or van injured in collision with fixed or stationary object,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V57-
V58,External causes of morbidity,Occupant of pick-up truck or van injured in transport accident,Occupant of pick-up truck or van injured in noncollision transport accident,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V58-
V59,External causes of morbidity,Occupant of pick-up truck or van injured in transport accident,Occupant of pick-up truck or van injured in other and unspecified transport accidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V59-
V60,External causes of morbidity,Occupant of heavy transport vehicle injured in transport accident,Occupant of heavy transport vehicle injured in collision with pedestrian or animal,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V60-
V61,External causes of morbidity,Occupant of heavy transport vehicle injured in transport accident,Occupant of heavy transport vehicle injured in collision with pedal cycle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V61-
V62,External causes of morbidity,Occupant of heavy transport vehicle injured in transport accident,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V62-
V63,External causes of morbidity,Occupant of heavy transport vehicle injured in transport accident,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V63-
V64,External causes of morbidity,Occupant of heavy transport vehicle injured in transport accident,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V64-
V65,External causes of morbidity,Occupant of heavy transport vehicle injured in transport accident,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V65-
V66,External causes of morbidity,Occupant of heavy transport vehicle injured in transport accident,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V66-
V67,External causes of morbidity,Occupant of heavy transport vehicle injured in transport accident,Occupant of heavy transport vehicle injured in collision with fixed or stationary object,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V67-
V68,External causes of morbidity,Occupant of heavy transport vehicle injured in transport accident,Occupant of heavy transport vehicle injured in noncollision transport accident,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V68-
V69,External causes of morbidity,Occupant of heavy transport vehicle injured in transport accident,Occupant of heavy transport vehicle injured in other and unspecified transport accidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V69-
V70,External causes of morbidity,Bus occupant injured in transport accident,Bus occupant injured in collision with pedestrian or animal,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V70-
V71,External causes of morbidity,Bus occupant injured in transport accident,Bus occupant injured in collision with pedal cycle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V71-
V72,External causes of morbidity,Bus occupant injured in transport accident,Bus occupant injured in collision with two- or three-wheeled motor vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V72-
V73,External causes of morbidity,Bus occupant injured in transport accident,"Bus occupant injured in collision with car, pick-up truck or van",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V73-
V74,External causes of morbidity,Bus occupant injured in transport accident,Bus occupant injured in collision with heavy transport vehicle or bus,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V74-
V75,External causes of morbidity,Bus occupant injured in transport accident,Bus occupant injured in collision with railway train or railway vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V75-
V76,External causes of morbidity,Bus occupant injured in transport accident,Bus occupant injured in collision with other nonmotor vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V76-
V77,External causes of morbidity,Bus occupant injured in transport accident,Bus occupant injured in collision with fixed or stationary object,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V77-
V78,External causes of morbidity,Bus occupant injured in transport accident,Bus occupant injured in noncollision transport accident,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V78-
V79,External causes of morbidity,Bus occupant injured in transport accident,Bus occupant injured in other and unspecified transport accidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V79-
V80,External causes of morbidity,Other land transport accidents,Animal-rider or occupant of animal-drawn vehicle injured in transport accident,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V80-
V81,External causes of morbidity,Other land transport accidents,Occupant of railway train or railway vehicle injured in transport accident,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V81-
V82,External causes of morbidity,Other land transport accidents,Occupant of powered streetcar injured in transport accident,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V82-
V83,External causes of morbidity,Other land transport accidents,Occupant of special vehicle mainly used on industrial premises injured in transport accident,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V83-
V84,External causes of morbidity,Other land transport accidents,Occupant of special vehicle mainly used in agriculture injured in transport accident,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V84-
V85,External causes of morbidity,Other land transport accidents,Occupant of special construction vehicle injured in transport accident,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V85-
V86,External causes of morbidity,Other land transport accidents,"Occupant of special all-terrain or other off-road motor vehicle, injured in transport accident",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V86-
V87,External causes of morbidity,Other land transport accidents,Traffic accident of specified type but victim's mode of transport unknown,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V87-
V88,External causes of morbidity,Other land transport accidents,Nontraffic accident of specified type but victim's mode of transport unknown,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V88-
V89,External causes of morbidity,Other land transport accidents,"Motor- or nonmotor-vehicle accident, type of vehicle unspecified",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V89-
V90,External causes of morbidity,Water transport accidents,Drowning and submersion due to accident to watercraft,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V90-V94/V90-
V91,External causes of morbidity,Water transport accidents,Other injury due to accident to watercraft,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V90-V94/V91-
V92,External causes of morbidity,Water transport accidents,"Drowning and submersion due to accident on board watercraft, without accident to watercraft",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V90-V94/V92-
V93,External causes of morbidity,Water transport accidents,"Other injury due to accident on board watercraft, without accident to watercraft",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V90-V94/V93-
V94,External causes of morbidity,Water transport accidents,Other and unspecified water transport accidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V90-V94/V94-
V95,External causes of morbidity,Air and space transport accidents,Accident to powered aircraft causing injury to occupant,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V95-V97/V95-
V96,External causes of morbidity,Air and space transport accidents,Accident to nonpowered aircraft causing injury to occupant,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V95-V97/V96-
V97,External causes of morbidity,Air and space transport accidents,Other specified air transport accidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V95-V97/V97-
V98,External causes of morbidity,Other and unspecified transport accidents,Other specified transport accidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V98-V99/V98-
V99,External causes of morbidity,Other and unspecified transport accidents,Unspecified transport accident,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V98-V99/V99-
W00,External causes of morbidity,"Slipping, tripping, stumbling and falls",Fall due to ice and snow,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W00-
W01,External causes of morbidity,"Slipping, tripping, stumbling and falls","Fall on same level from slipping, tripping and stumbling",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W01-
W03,External causes of morbidity,"Slipping, tripping, stumbling and falls",Other fall on same level due to collision with another person,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W03-
W04,External causes of morbidity,"Slipping, tripping, stumbling and falls",Fall while being carried or supported by other persons,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W04-
W05,External causes of morbidity,"Slipping, tripping, stumbling and falls","Fall from non-moving wheelchair, nonmotorized scooter and motorized mobility scooter",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W05-
W06,External causes of morbidity,"Slipping, tripping, stumbling and falls",Fall from bed,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W06-
W07,External causes of morbidity,"Slipping, tripping, stumbling and falls",Fall from chair,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W07-
W08,External causes of morbidity,"Slipping, tripping, stumbling and falls",Fall from other furniture,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W08-
W09,External causes of morbidity,"Slipping, tripping, stumbling and falls",Fall on and from playground equipment,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W09-
W10,External causes of morbidity,"Slipping, tripping, stumbling and falls",Fall on and from stairs and steps,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W10-
W11,External causes of morbidity,"Slipping, tripping, stumbling and falls",Fall on and from ladder,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W11-
W12,External causes of morbidity,"Slipping, tripping, stumbling and falls",Fall on and from scaffolding,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W12-
W13,External causes of morbidity,"Slipping, tripping, stumbling and falls","Fall from, out of or through building or structure",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W13-
W14,External causes of morbidity,"Slipping, tripping, stumbling and falls",Fall from tree,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W14-
W15,External causes of morbidity,"Slipping, tripping, stumbling and falls",Fall from cliff,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W15-
W16,External causes of morbidity,"Slipping, tripping, stumbling and falls","Fall, jump or diving into water",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W16-
